title,summary
Senior Qualitative Research Analyst,"
DrPH or PhD with relevant experience in ethnographic research is required (preferably in an applied research environment or academia)...."
TEES Associate Research Scientist,"
A minimum of 3 years of relevant professional experience. In Materials Science, Engineering, Electrical Engineering, Chemistry, Physics or related science..."
Data Visualization Designer,"
As part of an internal Analytics team that services the entire enterprise, this person will work closely with Data Scientists to come up with creative and..."
Analytical Statistician,"
Works cooperatively with pathologists, scientists, and management personnel in business, law enforcement, attorneys, government, health, transportation, energy,..."
Technical Support Scientist II,"
Develop and design experiments, perform testing on Clinical Chemistry instruments, analyze data and summarize results...."
Quantitative Research Scientist - Options Strategist,"
Technology and Scientific Research are central to our business and key to our success. Generous benefit plan structure including an option for fully paid health..."
Staff Geologist/Engineer/Scientist,"
You work hard to exceed client expectations for quality and cost-effectiveness, and you coordinate project activities to complete every project on time and..."
Molecular Research and Development Scientist,"
Reviews scientific and clinical literature for assay development and improvement. Ability to collect and analyze data using statistical methods, and write..."
Sr. Field Service Engineer,"
SCIEX helps to improve the world we live in by enabling scientists and laboratory analysts to find answers to the complex analytical challenges they face...."
"Director, Marketing Sciences & Advanced Analytics","You’ll be the chief methodologist on both survey and data analytics projects, using your statistical superpowers to run advanced models that deliver insights to..."
Data Scientist - Marketing Big Data,"Running machine learning algorithms against data sets in H2o, R and Python environments. Data Scientist - Marketing Big Data...."
"Sr. Research Scientist, R&D Wound Care","
As the fourth stage in the Technical Career Ladder (TCL), the Senior Specialist conducts high-level analysis of test data, interprets the results, directs the..."
LAB BILLING AND STUDY COORD,"
Insures that Pathology/ Clinical Lab billing & billing practices are in compliance with all applicable regulatory bodies Keeps abreast of CMS (Medicare,..."
LAB BILLING AND STUDY COORD,"
Insures that Pathology/ Clinical Lab billing & billing practices are in compliance with all applicable regulatory bodies Keeps abreast of CMS (Medicare,..."
LAB BILLING AND STUDY COORD,"
Insures that Pathology/ Clinical Lab billing & billing practices are in compliance with all applicable regulatory bodies Keeps abreast of CMS (Medicare,..."
Staff Scientist - Boiler Water,"
Design of experiments, management of laboratory technicians, and daily oversight of data production. Nalco Water, An Ecolab Company, has an opening for a Staff..."
Beamline Scientist (Junior),"
The successful applicant for this scientific position will be responsible for the implementation of resonance and anomalous SAXS at Sector 15, the development..."
LAB BILLING AND STUDY COORD,"
Insures that Pathology/ Clinical Lab billing & billing practices are in compliance with all applicable regulatory bodies Keeps abreast of CMS (Medicare,..."
